District,Zone,Geographical Region,Development Region,Name of NGO in Nepali,Name of NGO in English,Acronym,Address,Telephone,Fax,Email,Website,Office Mobile,Contact Person,Working Sector
Dang,Rapti,Terai,Mid-Western,सामुदायिक दिगो विकास कार्यक्रम,Sustainable Community Development,,Tulsipur-5,082-521366,,sadikadang@ntc.net.np,,9857820411,Suman Kumar Ghale,Social and Economical Development
Dang,Rapti,Terai,Mid-Western,अमृत जनप्रतिभा क्लव,Nectar Public Skil Club,NPS,"Baghamare, Bisnupur-4",,,,,,,
Dang,Rapti,Terai,Mid-Western,सामुदायिक बिकासको लागि डुङ्गा,Boat for Community Development,BCD,Rajaura-4,082-20521,,,,,,
Dang,Rapti,Terai,Mid-Western,सामाजीक एकयवद्धता समुह,Social Solidarity Group,,Baghamare-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,दलित विकास परिषद,Backward Development Council,,Tulasipur,,,,,,,
Dang,Rapti,Terai,Mid-Western,सामाजीक सचेतना केन्द्र,Social Awareness Centre,,Bijauri-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,महिला जागरण समुह,Women Awareness Group,,Hakuli-6,,,,,,,
Dang,Rapti,Terai,Mid-Western,नेपाल समाज सेवा क्लव,Nepal Social Service Club,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,सुपर सोसल अप्ग्रेड इन प्रोग्रेस अफ एजुकेशनल रिजन,Super Social Upgrade In Progress of Educational Region,,Tulasipur-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,दलित महिला एकता केन्द्र,Dalit Women Unity Centre,,Tulasipur-3,,,,,,,
Dang,Rapti,Terai,Mid-Western,नेपाल सेतो गुराँस,Nepal Seto Gurans,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,दाङ्ग सामुदायिक विकास केन्द्र,Dang Community Development Centre,,Tulasipur-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,जनउत्थान विकास केन्द्र,Public upliftment Development centre,,Trivuwan Nagar-11,,,,,,,
Dang,Rapti,Terai,Mid-Western,तरुण क्लव नेपाल,Tarun Club Nepal,,Trivuwan Nagar-10,,,,,,,
Dang,Rapti,Terai,Mid-Western,ग्रामीण महिला विकास संस्था,Association For Rural Women Development ,,Trivuwan Nagar-11,,,,,,,
Dang,Rapti,Terai,Mid-Western,नेपाल युवा सचेतना मंच,Nepal Youth Conscious Manch,,Tulasipur-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,समाजमा वातावरणिय शिक्षाको विकास (सिड),Society For Environmental Educational Development ,SEED,Tulasipur-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,ग्रामीण समाज उत्थान केन्द्र,Rural Society Upliftment Centre,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,बहुउद्देश्य महिला व्यवशाय केन्द्र,Multipurpose Women Business Centre,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,मानव कल्याण तथा वातावरण संरक्षण केन्द्र,Human Welfare and Environment Protection Centre,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,सर्वाङ्गीण सामुदायिक विकास केन्द्र,Centre For Integrated Community Development ,CICOD,Tulasipur-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,तुल्सीपुर सामुदायिक वन उपभोतmा समुह समन्वय समिती,Tulasipur Community Foresty Consumer Group Coordination Committee,,Tulasipur-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,घर व्यवस्थापन अभियान संस्था,Home Management Campaign Organization,,Tulasipur-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,मानव अधिकार जागरण मंच,Human Rights Awareness Forum,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,बोट फर कम्युनिटी डेभलपमेन्ट,Boat for Community Development ,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,सिद्ध भवानी महिला उत्थान मंच,Siddha Bhawani Women Upliftment Forum,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,ग्रमिण समाज कल्याण केन्द्र,Rural Society Welfare Centre,,Trivuwan Nagar-11,,,,,,,
Dang,Rapti,Terai,Mid-Western,सहयोग समाज नेपाल,Help Society Nepal,HS- Nepal,Tulsipur-6 ,082-521438,,,,9857820585,Sharmaram Chaudhary,
Dang,Rapti,Terai,Mid-Western,ग्रामिण बिकास केन्द्र,Rural Development Centre,,Tulasipur-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,स्थानिय स्रोत व्यवस्थापन,Local Resource Management,,Trivuwan Nagar-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,मानव अधिकार तथा व्यवहारिक समाज,Human Rights and Behavioural Society,HURBS,"Sonpur, deukhuri-5",,,,,,,
Dang,Rapti,Terai,Mid-Western,समाज कल्याण मञ्च,Social Welfare Forum,,Trivuwan-11,,,,,,,
Dang,Rapti,Terai,Mid-Western,ग्रामिण वातावरण शिक्षा तथा संरक्षण केन्द्र,Rural Environmental Educaiton and protection Centre,,Trivuwan-11,,,,,,,
Dang,Rapti,Terai,Mid-Western,अम्बिकेशरी सामुदायिक प्रहरी सेवा केन्द्र,Ambi Kesari Community Police Service Centre,,"Trivuwan, Nagar",,,,,,,
Dang,Rapti,Terai,Mid-Western,स्थानीय समूहको निकास,Initiation of Local Group,,Tulasipur-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,द्वन्द्व पिडित संरक्षण तथा साहारा मंच,Conflict Victim Protection and Support Forum,,Tulasipur-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,वातावरणको लागि विकास कार्यक्रम,Development Program for Environment ,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,तराई विकास मञ्च,Tarai Development Forum,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,नव जागरण बाल आश्रम,Nava Jagaran Bal Aasram,,Tulsipur Dang,082-520887,,,,9857821091,Navraj Lamichhane,
Dang,Rapti,Terai,Mid-Western,सोसल अपग्रेड प्रोग्रेस अफ एजुकेशनल रिजन,Social Upgrade in Programs of Educational Region,,Tulsipur-5,082-520223,,ysupend@gmail.com,,9748521521,Jyoti Prasad Chaudhary,
Dang,Rapti,Terai,Mid-Western,वातावरण शिक्षा विकास संघ,Environment Education Development Association,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,चैलाही महिला कल्याण केन्द्र,Chailahi Women Welfare Centre,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,गैसस समन्वय समिति,NGO Coordination Committee,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,सिद्ध भवानी उत्थान मञ्च,Siddha Bhawani Upliftment Forum,,,,,,,,,
Dang,Rapti,Terai,Mid-Western,वोट फर कम्यूनिटि डेभलपमेन्ट,Boat for Community Development,BCD,Tulsipur-5,082-520521,,bcd.dang@gmail.com,,9847906789,Janakulal Chaudhary,
Dang,Rapti,Terai,Mid-Western,अपाङ्ग मानव अधिकार एवं सरोकार मञ्च,Forum For  Human Rights and The Disable,,Trivuwan Nagar-11,,,,,,,
Dang,Rapti,Terai,Mid-Western,सिप रोजगार तथा चेतनाका लागि सामाजिक संस्था,"Social Institution for Skill, Employment and Awareness",,Trivuwan Nagar-11,,,,,,,
Dang,Rapti,Terai,Mid-Western,ग्रामिण महिला उत्थान केन्द्र,Rural Women Upliftment Centre,,Trivuwan Nagar-11,,,,,,,
Dang,Rapti,Terai,Mid-Western,नेपाल महिला सामुदायिक सृेवा केन्द्र,Nepal Women Community Service Centre,,Trivuwan Nagar-11,,,,,,,
Dang,Rapti,Terai,Mid-Western,खाते बालबालिका उत्थान केन्द्र,Khate Children Upliftment Centre,,Trivuwan Nagar-11,,,,,,,
Dang,Rapti,Terai,Mid-Western,समाज सेवा संघ,Society ServiceOrganization,,Tulasipur-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,मुनाल क्लव,Munal Club,,Tulasipur-2,520562,,,,,,
Dang,Rapti,Terai,Mid-Western,स्वास्थ्य कृषि तथा वातावरण विकास केन्द्र,Health Agriculture and Environment Development Centre,,Trivuwan Nagar-11,560722,,,,,,
Dang,Rapti,Terai,Mid-Western,समाज संरक्षण मञ्च,Social Protection Forum,,Tulasipur-5,082-521303,,,,,,
Dang,Rapti,Terai,Mid-Western,सिर्जनशिल वृद्ध वृद्धा सेवा समिति,Creative Olders Committee,,"Sonpur, Sundabari-8",,,,,,,
Dang,Rapti,Terai,Mid-Western,सामुदायिक पुनः स्थापना संस्था,Communal Rehabilitation Organization Of Nepal,CRON,"Sasihaniya, Deukhuri-5",082-529053,,cron_nepal@yahoo.com,,,,
Dang,Rapti,Terai,Mid-Western,सेवा प्रतिष्ठान नेपाल,Sewa Foundation Nepal,,Tulasipur-6,082-520562,,sewafoundation@ntc.net. Np,www.sewafoundation.org.np,9847832290,Padam B. Bhandari,
Dang,Rapti,Terai,Mid-Western,सामुदायिक विकास मञ्च,Community Development Forum,,"Sasihaniya, Deukhuri-7",,,,,,,
Dang,Rapti,Terai,Mid-Western,नेपाल आमा गैर सरकारी संस्था,Nepal Aama Non Governmental Organization,,Tripur-11,082-560053,,,,,,
Dang,Rapti,Terai,Mid-Western,विकास र परिवर्तनको लागि संगठित संघ,Organized Association for Development and Change,,Ghorahi,082-560939,,daya_katila@yahoo.com,,,,
Dang,Rapti,Terai,Mid-Western,दलित गैर सरकारी संस्था समन्वय समिति नेपाल,Dalit NGO Coordination committee Nepal,,Tulasipur-5,082-522043,,,,,,
Dang,Rapti,Terai,Mid-Western,स्वास्थ्यको लागि वातावरणको विकास नेपाल  ,Health for Environmental Development Nepal,,Tulasipur-5,,,,,,,
Dang,Rapti,Terai,Mid-Western,मानव अधिकार तथा मिडिया विकास नेपाल ,Human Rights and Media Development,,Trivuwan Nagar-11,082-691690,,,,,,
Dang,Rapti,Terai,Mid-Western,नेपाल वातावरण संरक्षण तथा सचेतना केन्द्र ,Nepal Environment Protection and Awareness Centre,,Sonapur-1,540294,,,,,,
Dang,Rapti,Terai,Mid-Western,बाल उत्थान तथा महिला सचेतना युवा क्लव ,Child Upliftment and Women Awareness Youth Club,,Trivuwan Nagar-11,9847827237,,,,,,
Dang,Rapti,Terai,Mid-Western,ग्रामीण विकास समाज नेपाल ,Rural Development Society,RDS,Trivuwan Nagar-11,9847831420,,,,,,
Dang,Rapti,Terai,Mid-Western,नारी सीप समाज  ,Women Skill Society,,Trivuwan Nagar-10,985731180,,,,,,
Dang,Rapti,Terai,Mid-Western,"उत्पीडित महिला तथा बालबालिका सरोकार केन्द्र, दाङ",Oppressed Women and Children Concern Centre,,Tulasipur-5,082-520366,,,,,Sita Acharya,
Dang,Rapti,Terai,Mid-Western,दलित सरोकार मञ्च ,Dalit Concern Forum,,Tulasipur-6,,,dilip_karki46@yahoo.com,,,,
Dang,Rapti,Terai,Mid-Western,दलित समाज सहायता केन्द्र ,Dalit Society Relieve Center,DSRC,Tulasipur-6,082-522043,,dsrc.dang@yahoo.com,,9748503515,Sher B. Bishwakarma,Local Development
Dang,Rapti,Terai,Mid-Western,मानव अधिकार संरक्षण प्रतिष्ठान नेपाल ,Human Rights Protection ,,Trivuwan Nagar-11,082-561611,,kb.mashal@gmail.com,,,,
Dang,Rapti,Terai,Mid-Western,स्वर्गद्वारी युवा क्लव ,Swargadwari Youth Club,,Tulasipur-5,082-522243,,,,,Sunil Kumar Lamichhane,
Dang,Rapti,Terai,Mid-Western,वाताबरण शिक्षा विकासकालागि समाज,Society for Environment Education Development,SEED,Tulsipur-6 ,082-520832/522039,,best.seeddnag@gmail.com,,9857820282,Bhagiram Chaudhary,"Women Rights, Quality Education, Right to Education, Peace and Good Governance for Juscice, Rights to Food, Skill Development for Women, IG Support and Human Right"
Dang,Rapti,Terai,Mid-Western,सोसाइटि वेलफेयर एक्सन नेपाल ,Society Welfare Action Nepal,SWAN,"Chaulahi-2, Lamahi",082-540203/504585,,swandang@nt.net.np,,9857831564,Krishna Kumar Chaudhary,"Awareness, Education, and Income Generation"
Dang,Rapti,Terai,Mid-Western,मानव अधिकारका लागी एकल महिला समुह,Single Women Group for Human Rights ,,Ghorahi-11,,,,,9847831545,Yam Kumari Dhakal,Capacity Building of Single Women
Dang,Rapti,Terai,Mid-Western,स्थानिय संस्था विकास तथा अनुसन्धान केन्द्र,Local Institution Development and Research Center,,Ghorahi-11,082-560924,,,,9857831911,Kishor Pokhrel,Research and Skill Develop
Dang,Rapti,Terai,Mid-Western,सिप रोजगार तथा चेतनाका लागी सामाजिक संस्था,"Organization for Skill, Employment and Awareness",,Ghorahi-11,082-561574,,siseadang@gmail.com,,,Shahida Khatun Siddhiki,"Health, Education, and Community Development"
Dang,Rapti,Terai,Mid-Western,वातावरण संरक्षण तथा सामाजिक विकास मञ्च  ,Environment Conservation And Social Development Forum,ECSDF,Bijauri-5,,,,,,Sunil Kumar Pokharel,
Dang,Rapti,Terai,Mid-Western,युवा उद्यान ,Youth Park,YP,Dhorahi-11,,,,,,Madan Kumar Sharma,
Dang,Rapti,Terai,Mid-Western,वन तथा वातावरण संरक्षण समन्वय समिति ,Community Forest Co-ordination Community,CFCC,Gadhawa-2,9847980968,,,,,Umakanta Pant,
Dang,Rapti,Terai,Mid-Western,गैरसरकारी संस्था समन्वयन जिल्ला समिति ,NGO Coordination Commincc,NGOCC,Dhorahi-11,9847846099,,,,,Bhuban Gautam,
Dang,Rapti,Terai,Mid-Western,राप्ती जागरण ग्रामीण संस्था ,Rapti Awareness Rural Association,RARA,Dhorahi-11,,,,,,Bhuban Gautam,
Dang,Rapti,Terai,Mid-Western,सार्थक युवा क्लव,Sarthak Youth Club,SYC,Laxmipur-4,,,,,,Sudin Ghimire,
Dang,Rapti,Terai,Mid-Western,आदिवासी जनजाति उत्थान तथा विकास समाज ,Society For Indigenous Nationalities Upliftment And Denelopment,SINDD,Dhorahi-11,,,,,,Tilbahadur Pun,
Dang,Rapti,Terai,Mid-Western,सामना विकस केन्द्र ,Face Development Nepal,FDN,Sonpur-5,,,,,,Himal Adhikari ,
Dang,Rapti,Terai,Mid-Western,जनहित युवा क्लव ,Janahit Youth Club,JYC,Lalmatiya-6,,,,,,Dayaram Chaudhari,
Dang,Rapti,Terai,Mid-Western,शान्ति र विकासका लागि युवा सञ्जाल ,Youth Network For Peace And Development,UNFPAD,Chailaihi-2,,,,,,Khapindra Kumar Nepali,
Dang,Rapti,Terai,Mid-Western,अपाङ्ग समाज सुधार केन्द्र ,Disabled Social Improvement Centre,,Pawannagar-4,9044902938,,,,,,
Dolpa,Karnali,Mountain,Mid-Western,देउराली यूवा क्लव,Deurali Youth Club,,"Dunai Bazar, Tipla-2",,,,,,,
Dolpa,Karnali,Mountain,Mid-Western,महिला समाज सुधार दिदी बहिनी,Women Social Improvement Sisters,,Dunai-2,,,,,,,
Dolpa,Karnali,Mountain,Mid-Western,अपाङ्ग कल्याण सेवा समिति,Disable Welfare Service Committee,,"Tripurkot, Dunai-5",,,,,,,
Dolpa,Karnali,Mountain,Mid-Western,डोल्पा वातावरण संस्कृति र विकास यात्रा,"Dolpa, Environment, Culture and Development Errands",DECDE,Dunai-1,087-550165,,decade@vinet.com.np,,9848901112,Hari Prasad Dangi,Local Development
Dolpa,Karnali,Mountain,Mid-Western,त्रिपुरा सांस्कृतिक तथा सामुदायिक विकास समिति,Tripura Cultural and Community Development Committee,,Tripurakot,,,,,,,
Dolpa,Karnali,Mountain,Mid-Western,डोल्पा विकास संगठन सन्तती अनि पर्यटन,Development Association Of Dolpa Tourism And Generetion,,Dunai-1,087-550070,,,,,,
Dolpa,Karnali,Mountain,Mid-Western,डोल्पा पर्यटन सहयोग समिति,Dolpa Tourism Helping Committee,,Jufal-1,,,,,,,
Dolpa,Karnali,Mountain,Mid-Western,मूलपानी महिला एकता पार्क,Mulpani Women Unity Park,,"Dunai, Dolpa",087-550008,,,,9849303589,Mangali Rokaya,Drinking water and Sanitation
Dolpa,Karnali,Mountain,Mid-Western,बहु आयामिक सामाजिक तथा वातावरण संरक्षण केन्द्र,Multidimentional Social and Environment Conservation Centre,,Jufal-9,087-550153,,,,,,
Dolpa,Karnali,Mountain,Mid-Western,हिमाल परिवर्तन समाज सेवा ,Mountain Alteration Society Service ,MASS,Dunai-1,087-550171,,ngoprojeet_mass@yahoo.com,,,Bhakta B. Budhathoki,Local Development
Dolpa,Karnali,Mountain,Mid-Western,पश्चिमी उच्च पहाडी विकास संगठन नेपाल ,Western Upland Development Association Nepal,WUDA Nepal,"Dunai, Dolpa",087-550142,,,,9748902401/9848324462,Nanda Singh Budha,comminity Development
Dolpa,Karnali,Mountain,Mid-Western,कर्णाली खेलकुद विकास अभियान ,Karnali Sports Develop Campaigning Nepal,KSDC,Dunai-1,087-550102,,,,9848303731/9848900837,Gopal B. Shahi,Sport Development
Dolpa,Karnali,Mountain,Mid-Western,सेवा नेपाल ,Service Nepal,,Dunai-1,087-550102,,,,9848303731/9848900837,Gopal B. Shahi,"Education, Health and Drinking water"
Dolpa,Karnali,Mountain,Mid-Western,कर्णाली खेलकुद तथा शान्ति विकास समाज ,Karnali Sports and Peace Development Society,KSPDS,Dunai-1,9748900861,,,,,,
Dolpa,Karnali,Mountain,Mid-Western,सुचना संचार तथा शिक्षा सञ्जाल,"Information, Communication and Education Network",ICEN,Dunai-1,087-550076,,bishnublb@gmail.com,,9848303214,Bishnu Lal Budha,"Communication,Meeting, Intraction program "
Dolpa,Karnali,Mountain,Mid-Western,जलवायु परिवर्तन तथा पर्यावरण संरक्षण अभियान नेपाल,Campaign for Climate Change and Environment Conservation Nepal,,Dunai-1,,,,,9848325384,Rup Chandra Budha,"Forest, Religious, Cultural heritage conservation"
Dolpa,Karnali,Mountain,Mid-Western,डोल्पा सर्वाङ्गीण विकास समाज,Dolpa Sarbangin Bikas Samaj,DSBS,Dunai-1,087-550144,,dsbs_dplpa@yahoo.com,,9848094555,Om B. Budha,Social Mobilization
Humla,Karnali,Mountain,Mid-Western,छिमेकी सामाजीक आर्थीक पून निर्माण नेपाल,Neighbours Social Economic Reconstruction Nepal,,Simikot -1,,,,,,,
Humla,Karnali,Mountain,Mid-Western,हिमालयन कन्जरमेशन एण्ड डेभलपमेन्ट एशोसिएशन हुम्ला ,Himalayan Conservation and Development Association,HCDA,Simikot-4,,,,,,,
Humla,Karnali,Mountain,Mid-Western,,Snow Land Club,,,,,,,,,
Humla,Karnali,Mountain,Mid-Western,महिला कल्याण सेवा,Women's Upliftment Service,,Simikot-2 Humla,,,,,,,
Humla,Karnali,Mountain,Mid-Western,स्नो ल्याण्ड एकिकृत विकास केन्द्र,Snow Land Integrated Development Centre,,Simikot-1,,,,,,,
Humla,Karnali,Mountain,Mid-Western,ग्रामिण जन उत्थान विकास कार्यक्रम,Rural People Upliftment Development Programme,RPUDP,Humla Simikot-2,087-680113,,,,9841429345,Hasta Bahadur Shahi,"Agriculture, Irrigation, and Poverty Alleviation"
Humla,Karnali,Mountain,Mid-Western,ग्रामिण बिकास कार्यक्रम,Rural Development Programme,RDP,Humla Simikot,089-680076,,,,9748900449,Shibraj Sharma,Infrastructure Development
Humla,Karnali,Mountain,Mid-Western,ग्रामिण विकासका लागि शस्िक्तकरण समाज,Empowerment Society for Rural Development,,Simikot-1,087-680119,,,,,,
Humla,Karnali,Mountain,Mid-Western,लेक वेसी समाज कल्याण सेवा केन्द्र,Lok Besi Social Welfare Service Centre,,Simikot-4,019-650000,,,,,,
Humla,Karnali,Mountain,Mid-Western,महिला शान्ति समाज नेपाल,Women Peace Society Nepal,,Simikot-4,,,,,,,
Humla,Karnali,Mountain,Mid-Western,सामुदायिक विकास युवा क्लव,Community Development Youth Club,,Simikot-2,019-651000,,,,,,
Humla,Karnali,Mountain,Mid-Western,गरिब तथा उपेक्षित कल्याण कार्यक्रम,Welfare Programme For The Marginalized & the Poor,WPMP,Simikot Humla,087-680112,,Parbat_Simikot@Yahoo.com,,9848325957,Parbat Sunar,"Education, Irrigation, Drinking water, and Sanitation"
Humla,Karnali,Mountain,Mid-Western,अदान चुली विकास समाज,Adan Chuli Development Society,ADS,Simikot-2 Humla,9848318414,,mehalparki@Yahoo.com,,9841120526,Mehale Parki,"Drinking Water, Education"
Humla,Karnali,Mountain,Mid-Western,कर्णाली नाट्य समूह,Karnali Drama Group,,Simikot,,,,,,,
Humla,Karnali,Mountain,Mid-Western,हुम्ला बहुमुखी विकास कार्यक्रम,Humla Multiple Development Program,,Simikot,087-680135,,,,,,
Humla,Karnali,Mountain,Mid-Western,हिमाली अनाथ बाल विकास केन्द्र,Hilali Orphan Child Developmen Centre,,Shreenagar,087-680135,,himaliorphan@hotmail.com,,,,
Humla,Karnali,Mountain,Mid-Western,लाली गुराँस युवा क्लव,Lali Gurans Youth Club,,Shreenagar-2,087-680135,,,,,,
Humla,Karnali,Mountain,Mid-Western,सामाजिक सशक्तिकरण केन्द्र नेपाल  ,Social Empowerment Centre Nepal,,Simikot-4 Humla,087-740127,,,,,,
Humla,Karnali,Mountain,Mid-Western,एकिकृत सामुदायिक विकास तथा अनुसन्धान केन्द्र ,Integreated Community Development and Research Center,ICDRC,Simikot-4 Humla,086-680177,,Icdrcnepal@gmail.com,,9851124610,Navraj Mahatara,"Agriculture, and Education"
Humla,Karnali,Mountain,Mid-Western,हिमालयन क्षेत्र विकास कार्यक्रम ,Himalayan Area Development Program,,Simikot,087-680116,,,,,,
Humla,Karnali,Mountain,Mid-Western,विहानी ब्लव जैर ,Bihani Balb Jair,,Simikot,087-680110,,,,,,
Humla,Karnali,Mountain,Mid-Western,कर्णाली विकास केन्द्र ,Karnali Development Center ,KDC,Simikot-4 Humla,087-680113,,nirparyhamal@Yahoo.com,,9748900319,Kala Bahadur Hamal,
Humla,Karnali,Mountain,Mid-Western,नेपाल अस्ट्रिया साझेदारी संस्था ,Nepal Astriya Partnership Organization,NAPO,Simikot-2,,,simikot@nepaltrust.at,,,,
Humla,Karnali,Mountain,Mid-Western,मानव अधिकार तथा सामाजिक विकास केन्द्र,Human Rights and Social Development Centre,,Simikot-4,,,,,,,
Humla,Karnali,Mountain,Mid-Western,कर्णाली दलित विकास परिषद ,Karnali Dalit Development Council Simikot Humla,,Simikot-4 Humla,087-680068,,jagatviyal@yahoo.com,,9848304721,Suresh Pariyar,Health and Education
Humla,Karnali,Mountain,Mid-Western,दलित सशक्तिकरण केन्द्र नेपाल ,Dalit Empowerment Center Nepal,DEC  ,Simikot-2,,,,,,,
Humla,Karnali,Mountain,Mid-Western,हिमाली सामुदायिक विकास तथा सेवा केन्द्र ,Himali Community Development or Service Center,HCDSC,Simikot-2 Humla,087-680127,,,,9848901689,Nanda Bahadur Rokaya,
Humla,Karnali,Mountain,Mid-Western,प्राङ्गारिक तथा पर्यावरणीय कृषि प्रवर्धन केन्द्र ,Ecological Parmaculture Society Humla,,Humla Simikot,078-680038,,,,9848309500,Baliraj Shahi,Community Development
Humla,Karnali,Mountain,Mid-Western,स्वावलम्बन विकास प्रवर्धन केन्द्र ,Self Reliant Development Promotion Centre,,Simikot-2,087-680071,,shipnepal2007@gmail.com,,,,
Humla,Karnali,Mountain,Mid-Western,दुर्गम क्षेत्र विकास प्रतिष्ठान ,Remote Area Development Academy,RADA,Sarkideu-1,,,,,,,
Humla,Karnali,Mountain,Mid-Western,दलित सशक्तिकरण केन्द्र,Dalit Empowerment Center Nepal,DEC Nepal,Simikot-3 Humla,9848318414,,mehalparki@Yahoo.com,,9851120526,Mehale Parki,"Human Right, Dalit Right"
Humla,Karnali,Mountain,Mid-Western,लेकबेसि समाज केन्द्र,Lekbesi Socity Center,LBS,Humla Simikot,,,,,,Such Bahadur Rawat,
Jajarkot,Bheri,Hill,Mid-Western,गणेश जनकल्याण केन्द्र,Ganesh Public Welfare Centre,,jajarkot,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,देउराली समाज सेवा क्लव,Deurali Social Service Club,,"Nayak Bada, Siling Chaur-7",,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,गृहस्था आश्रम केन्द्र,Grihastha Aasram Centre,,Khalanga-3,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,डाँफे यूवा क्लव,Danfe Youth Club,,Khalanga-2,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,समाज सुधार केन्द्र,Social Improvement Centre,,Khalanga-3,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,दुर्गम क्षेत्र बिकास केन्द्र,Remote Area Development Centre,,Khalanga-3,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,मालिका सामुदायिक सेवा केन्द्र,Malika Community Service Centre,,Khalanga-1,019-654500,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,ग्रामीण समाज नेपाल,Gramin Samaj Nepal,,Khalanga-1 Jajarkot,089-430067,,Khshahi@yahoo.com,,9748050655/9748028163,Khim Bahadur Shahi,Community Development
Jajarkot,Bheri,Hill,Mid-Western,ग्रामीण समाज विकास केन्द्र,Rural Social Development Centre,,Khalanga-2,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,मानव समाज विकास श्रोत केन्द्र,Human Social Development Resource Centre,,Khalanga-2,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,बहु आयामिक विकास तथा अध्ययन मञ्च,Multi Dynamic Development and Study Forum,,Khalanga-3,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,ग्रामीण चेतना विकास कार्यक्रम,Rural Awareness Development Program,,Khalanga-2,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,नारी समाज विकास केन्द्र,Women Social Developmen Centre,,Khalanga-2,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,युवा जागरण पूर्नस्थापना केन्द्र नेपाल,Youth Awareness Rehabilitation Centre,,Khalanga-2,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,हिमालय युवा क्लब,Himalaya Youth Club,,Pajaru-8 Jajarkot,089-680083/089-430088,,hyc.jajarkot@org.np,,9748013759/9848064826,Bir Bahadur Basnet,"Agriculture, Drinking water and sanitation, Food security, Micro-infrastructure development and Irrigation"
Jajarkot,Bheri,Hill,Mid-Western,जाजरकोट अपाङ्ग समाज,Jajarkot Disable Society,,Khalanga-2,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,मानव अधिकार तथा समाज उत्थान वातावरण संरक्षण अभियान समूह,Group Nepal For Human Rights and Society Upliftment Environment Conservation Campaign ,,Khalanga-1,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,चिनीदेवी समाज कल्याण केन्द्र,Chini Devi Social Welfare Centre,,Khalanga-3,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,जनहित संरक्षण मञ्च,Public Welfare Protection Forum,,Khalanga-3,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,सूर्य किरण युवा केन्द्र,Surya Kiran Youth Center,,Khalanga-1 Jajarkot,9848096490,,,,089-430049,Kishor Kumar Shrestha,
Jajarkot,Bheri,Hill,Mid-Western,विकास पत्रकार समूह,Bikas Journalist Group,,Khalanga-2,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,दलित महिला सशक्तिकरण मञ्च,Dalit Women Empowerment Forum,,Khalanga-2,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,जागृति युवा क्लव,Jagriti Youth Club,,Khalanga-2,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,पाँचतारा युवा संरक्षक मञ्च,Five Star Youth Guarsian Forum,,"Thaple, Khalanga-2",,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,कस्तुरी यूथ एशोसियशन,Kasturi Youth Association,,Khalanga-1,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,दीर्घकालीन समाज सुधार विकास केन्द्र,Perspective Social Welfare Development Centre,,Khalanga-2,,,,,,,
Jajarkot,Bheri,Hill,Mid-Western,दलित महिला उत्थान केन्द्र,Dalit Women Upliftment Centre,,Khalanga-1,019-645533,,,,,,
